100
1,0.000967435416024
2,0.003868805732811
3,0.008701304061963
4,0.015460255273447
5,0.024139120518487
6,0.034729503555473
7,0.047221158872786
8,0.061602001600668
9,0.077858119202551
10,0.095973784934540
11,0.115931473060022
12,0.137711875804681
13,0.161293922035527
14,0.186654797645855
15,0.213769967626417
16,0.242613199801462
17,0.273156590206673
18,0.305370590084445
19,0.339224034470405
20,0.374684172343499
21,0.411716698310493
22,0.450285785794220
23,0.490354121693486
24,0.531882942481080
25,0.574832071704986
26,0.619159958856507
27,0.664823719567693
28,0.711779177099204
29,0.759980905078450
30,0.809382271446668
31,0.859935483572434
32,0.911591634487945
33,0.964300750203349
34,1.018011838053356
35,1.072672936029345
36,1.128231163049258
37,1.184632770116622
38,1.241823192319241
39,1.299747101617218
40,1.358348460369264
41,1.417570575545495
42,1.477356153574279
43,1.537647355770061
44,1.598385854288563
45,1.659512888555203
46,1.720969322112154
47,1.782695699829051
48,1.844632305421988
49,1.906719219225165
50,1.968896376159298
51,2.031103623840701
52,2.093280780774835
53,2.155367694578012
54,2.217304300170949
55,2.279030677887846
56,2.340487111444797
57,2.401614145711437
58,2.462352644229939
59,2.522643846425721
60,2.582429424454504
61,2.641651539630735
62,2.700252898382781
63,2.758176807680759
64,2.815367229883377
65,2.871768836950742
66,2.927327063970655
67,2.981988161946644
68,3.035699249796651
69,3.088408365512054
70,3.140064516427565
71,3.190617728553332
72,3.240019094921550
73,3.288220822900795
74,3.335176280432307
75,3.380840041143493
76,3.425167928295014
77,3.468117057518921
78,3.509645878306514
79,3.549714214205780
80,3.588283301689507
81,3.625315827656500
82,3.660775965529595
83,3.694629409915555
84,3.726843409793327
85,3.757386800198538
86,3.786230032373583
87,3.813345202354145
88,3.838706077964472
89,3.862288124195319
90,3.884068526939978
91,3.904026215065460
92,3.922141880797449
93,3.938397998399332
94,3.952778841127214
95,3.965270496444528
96,3.975860879481513
97,3.984539744726553
98,3.991298695938037
99,3.996131194267189
100,3.999032564583976

101
1,0.000948560573268
2,0.003793342525912
3,0.008531647409931
4,0.015158980656129
5,0.023669055837481
6,0.034053800632196
7,0.046303364480799
8,0.060406127929981
9,0.076348713654362
10,0.094115999145687
11,0.113691131057445
12,0.135055541191288
13,0.158188964110093
14,0.183069456360953
15,0.209673417289875
16,0.237975611428431
17,0.267949192431123
18,0.299565728540772
19,0.332795229557761
20,0.367606175287557
21,0.403965545439521
22,0.441838850948659
23,0.481190166690586
24,0.521982165558682
25,0.564176153871116
26,0.607732108074147
27,0.652608712706886
28,0.698763399591516
29,0.746152388211787
30,0.794730727241487
31,0.844452337183498
32,0.895270054078988
33,0.947135674245288
34,1.000000000000000
35,1.053812886327980
36,1.108523288446923
37,1.164079310226433
38,1.220428253414641
39,1.277516667625694
40,1.335290401040681
41,1.393694651773913
42,1.452674019855834
43,1.512172559783246
44,1.572133833587005
45,1.632500964366859
46,1.693216690242629
47,1.754223418670572
48,1.815463281073396
49,1.876878187732114
50,1.938409882887659
51,2.000000000000000
52,2.061590117112341
53,2.123121812267886
54,2.184536718926604
55,2.245776581329428
56,2.306783309757371
57,2.367499035633140
58,2.427866166412995
59,2.487827440216754
60,2.547325980144165
61,2.606305348226087
62,2.664709598959319
63,2.722483332374306
64,2.779571746585359
65,2.835920689773567
66,2.891476711553076
67,2.946187113672020
68,3.000000000000000
69,3.052864325754712
70,3.104729945921012
71,3.155547662816502
72,3.205269272758513
73,3.253847611788212
74,3.301236600408484
75,3.347391287293115
76,3.392267891925853
77,3.435823846128883
78,3.478017834441318
79,3.518809833309414
80,3.558161149051341
81,3.596034454560479
82,3.632393824712443
83,3.667204770442239
84,3.700434271459228
85,3.732050807568878
86,3.762024388571569
87,3.790326582710124
88,3.816930543639047
89,3.841811035889907
90,3.864944458808711
91,3.886308868942555
92,3.905884000854313
93,3.923651286345638
94,3.939593872070019
95,3.953696635519202
96,3.965946199367804
97,3.976330944162519
98,3.984841019343872
99,3.991468352590069
100,3.996206657474088
101,3.999051439426732

END
