0,5,72,
1,3.767334361,21.13757088,
2,3.255059234,9.852804676,0.646879281
3,2.807788402,3.789710301,1.28732472
4,2.528223749,1.542486808,0.964011908
5,2.336331491,0.603639798,1.062720726
6,2.212952706,0.236401436,1.012415072
7,2.133530388,0.091532718,1.02125448
8,2.083348812,0.035314148,1.009756372
9,2.05182685,0.01356932,1.008129266
10,2.032156353,0.005203406,1.004572087
11,2.019921757,0.001992288,1.003141138
12,2.01233099,0.000762142,1.00187822
13,2.007628105,0.000291384,1.001207413
14,2.004717172,0.000111364,1.000737189
15,2.002916421,4.25523E-05,1.000462442
16,2.001802848,1.62572E-05,1.000284497
17,2.001114375,6.2105E-06,1.000176828
18,2.00068878,2.3724E-06,1.000109095
19,2.000425712,9.062E-07,1.00006757
20,2.000263113,3.462E-07,1.000041736
21,2.000162616,1.322E-07,1.000025802
22,2.000100504,5.05E-08,1.000015975
23,2.000062115,1.93E-08,1.00000979
24,2.000038389,7.4E-09,1.000006142
25,2.000023726,2.8E-09,1.000003625
26,2.000014664,1.1E-09,1.000003774
27,2.000009063,4E-10,0.999995854
28,2.000005601,2E-10,1.000013915
29,2.000003462,1E-10,0.999986706
30,2.000002139,0,0.99999748
31,2.000001322,,1.000002862
,,,
0,-5,-98,
1,-3.700437608,-22.7607123,
2,-3.307305686,-8.656030971,0.785231172
3,-3.06604096,-1.694926109,1.8662922
4,-3.007296566,-0.182946939,1.432698632
5,-3.000188593,-0.004715184,1.659455583
6,-3.000000549,-0.00001373,1.597258523
7,-3,-0.000000001,1.625700024
,,,
0,5,14.87440906,
1,3.768956276,4.567054989,
2,3.223496758,2.277212931,0
3,2.681045603,0.975287725,0.726501152
4,2.274688963,0.449259415,0.605946317
5,1.927636261,0.203148308,0.74235147
6,1.641167397,0.093085947,0.743724376
7,1.398884518,0.042616035,0.781302305
8,1.194304495,0.019574344,0.793323268
9,1.020509981,0.008998262,0.808159014
10,0.872643454,0.004141338,0.817008976
11,0.746562571,0.001907186,0.824766016
12,0.638933533,0.000878778,0.830471906
13,0.546964091,0.000405062,0.835140284
14,0.468323614,0.000186759,0.8388259
15,0.40104614,8.61247E-05,0.841828705
16,0.343468934,3.97225E-05,0.844267798
17,0.294180143,1.83228E-05,0.846272546
18,0.251978384,8.4524E-06,0.847925832
19,0.215839451,3.8993E-06,0.849297684
20,0.184889091,0.000001799,0.850440369
21,0.158380322,0.00000083,0.85139601
22,0.135674461,3.829E-07,0.852197764
23,0.116225142,1.767E-07,0.852872367
24,0.099564796,8.15E-08,0.853441377
25,0.085293174,3.76E-08,0.853922356
26,0.073067585,1.74E-08,0.854329679
27,0.062594578,0.000000008,0.854675176
28,0.053622833,3.7E-09,0.854968645
29,0.045937102,1.7E-09,0.855218203
30,0.039353016,8E-10,0.855430662
31,0.033712649,4E-10,0.855611685
32,0.028880722,2E-10,0.855766038
33,0.024741353,1E-10,0.855897723
34,0.021195273,0,0.856010221
35,0.018157443,,0.856106338
36,0.015555017,,0.856187793
37,0.013325586,,0.856259465
38,0.011415692,,0.856317535
39,0.009779536,,0.856369042
40,0.008377881,,0.856415352
41,0.007177115,,0.856453543
42,0.006148466,,0.856470025
43,0.00526721,,0.856547033
44,0.004512317,,0.856471614
45,0.003865558,,0.856634507
46,0.003311532,,0.856516041
47,0.002836839,,0.85671879
48,0.00243042,,0.856097211
49,0.002081755,,0.857829929
50,0.001783863,,0.854324715
51,0.001528,,0.858863313
52,0.001307807,,0.860548832
53,0.001124103,,0.83425201
54,0.000959485,,0.896072676
55,0.000825191,,0.815765084
56,0.000707176,,0.878765703
57,0.000597028,,0.933312035
58,0.000514417,,0.749985542
59,0.000473112,,0.499993804
60,0.000349195,,2.99995043
61,0.000287237,,0.499990706
62,0.000287237,,0
