0,5.5247543e+00,9.9998517e-01
10,4.3782957e-02,9.9996101e-01
20,3.3817669e-02,9.9995378e-01
30,2.7340515e-02,9.9994968e-01
40,2.3506449e-02,9.9994637e-01
50,2.1287123e-02,9.9994326e-01
60,1.9832333e-02,9.9994019e-01
70,1.4689152e-02,9.9993709e-01
80,1.3438997e-02,9.9993394e-01
90,1.2193604e-02,9.9993072e-01
100,1.1701889e-02,9.9992742e-01
110,1.1280739e-02,9.9992403e-01
120,1.0914290e-02,9.9992054e-01
130,1.0592534e-02,9.9991694e-01
140,1.0308502e-02,9.9991322e-01
150,1.0056930e-02,9.9990938e-01
160,9.8335966e-03,9.9990541e-01
170,9.6349829e-03,9.9990130e-01
180,9.4580811e-03,9.9989705e-01
190,9.3002815e-03,9.9989266e-01
200,9.0857613e-03,9.9988810e-01
210,8.9668784e-03,9.9988339e-01
220,8.8611085e-03,9.9987851e-01
230,8.7666679e-03,9.9987346e-01
240,8.6820234e-03,9.9986823e-01
250,8.6058504e-03,9.9986281e-01
260,8.5370012e-03,9.9985721e-01
270,8.4744789e-03,9.9985140e-01
280,8.4174175e-03,9.9984539e-01
290,8.3650635e-03,9.9983917e-01
300,8.3167620e-03,9.9983273e-01
310,8.2719439e-03,9.9982607e-01
320,8.2301147e-03,9.9981918e-01
330,8.1908450e-03,9.9981205e-01
340,8.1537627e-03,9.9980467e-01
350,8.1185453e-03,9.9979704e-01
360,8.0849138e-03,9.9978915e-01
370,8.0526268e-03,9.9978099e-01
380,8.0214761e-03,9.9977256e-01
390,7.9912822e-03,9.9976384e-01
400,7.9618907e-03,9.9975482e-01
410,7.9331687e-03,9.9974551e-01
420,7.9050026e-03,9.9973589e-01
430,7.8772947e-03,9.9972595e-01
440,7.8499622e-03,9.9971568e-01
450,5.3220761e-03,9.9970507e-01
460,5.3297255e-03,9.9969412e-01
470,5.3368132e-03,9.9968281e-01
480,5.3433605e-03,9.9967113e-01
490,5.3493880e-03,9.9965908e-01
500,5.3549155e-03,9.9964665e-01
510,5.3599620e-03,9.9963382e-01
520,5.3645458e-03,9.9962058e-01
530,5.3686842e-03,9.9960693e-01
540,5.3723936e-03,9.9959284e-01
550,5.3756899e-03,9.9957832e-01
560,5.3785877e-03,9.9956335e-01
570,5.3811013e-03,9.9954792e-01
580,5.3832438e-03,9.9953201e-01
590,5.3850279e-03,9.9951562e-01
600,5.3044808e-03,9.9949873e-01
610,5.3089555e-03,9.9948134e-01
620,5.3130143e-03,9.9946342e-01
630,5.3166701e-03,9.9944497e-01
640,5.3199350e-03,9.9942597e-01
650,5.3228207e-03,9.9940641e-01
660,5.3253384e-03,9.9938628e-01
670,5.3274987e-03,9.9936557e-01
680,5.3293119e-03,9.9934425e-01
690,5.3307875e-03,9.9932233e-01
700,5.3319351e-03,9.9929978e-01
710,5.3327635e-03,9.9927659e-01
720,5.3332813e-03,9.9925275e-01
730,5.3334968e-03,9.9922824e-01
731,5.3334968e-03,9.9922824e-01

0,3.9990326e+00,9.9998517e-01
10,4.3758287e-02,9.9996101e-01
20,3.5697531e-02,9.9995378e-01
30,2.0157444e-02,9.9994968e-01
40,1.8400527e-02,9.9994637e-01
50,1.7154176e-02,9.9994326e-01
60,1.6357588e-02,9.9994019e-01
70,1.0695051e-02,9.9993709e-01
80,1.0259814e-02,9.9993394e-01
90,9.2832924e-03,9.9993072e-01
100,8.7935550e-03,9.9992742e-01
110,8.4753274e-03,9.9992403e-01
120,8.2855263e-03,9.9992054e-01
130,8.1757912e-03,9.9991694e-01
140,8.1110567e-03,9.9991322e-01
150,8.0702298e-03,9.9990938e-01
160,8.0416314e-03,9.9990541e-01
170,8.0189876e-03,9.9990130e-01
180,7.9989409e-03,9.9989705e-01
190,7.9796825e-03,9.9989266e-01
200,8.0405950e-03,9.9988810e-01
210,8.0111895e-03,9.9988339e-01
220,7.9826633e-03,9.9987851e-01
230,7.9539782e-03,9.9987346e-01
240,7.9244107e-03,9.9986823e-01
250,7.8934122e-03,9.9986281e-01
260,7.8605166e-03,9.9985721e-01
270,7.8252782e-03,9.9985140e-01
280,7.7872255e-03,9.9984539e-01
290,7.7458257e-03,9.9983917e-01
300,7.7004509e-03,9.9983273e-01
310,7.6503434e-03,9.9982607e-01
320,7.5945761e-03,9.9981918e-01
330,7.5320032e-03,9.9981205e-01
340,7.4611981e-03,9.9980467e-01
350,7.3803708e-03,9.9979704e-01
360,7.2872585e-03,9.9978915e-01
370,7.1789750e-03,9.9978099e-01
380,7.0518034e-03,9.9977256e-01
390,6.9009008e-03,9.9976384e-01
400,6.7198764e-03,9.9975482e-01
410,6.5001665e-03,9.9974551e-01
420,6.2300911e-03,9.9973589e-01
430,5.8933833e-03,9.9972595e-01
440,5.4668220e-03,9.9971568e-01
450,5.3220761e-03,9.9970507e-01
460,5.4266740e-03,9.9969412e-01
470,5.4230877e-03,9.9968281e-01
480,5.4196681e-03,9.9967113e-01
490,5.4164007e-03,9.9965908e-01
500,5.4132787e-03,9.9964665e-01
510,5.4103014e-03,9.9963382e-01
520,5.4074721e-03,9.9962058e-01
530,5.4047981e-03,9.9960693e-01
540,5.4022887e-03,9.9959284e-01
550,5.3999554e-03,9.9957832e-01
560,5.3978104e-03,9.9956335e-01
570,5.3958668e-03,9.9954792e-01
580,5.3941378e-03,9.9953201e-01
590,5.3926365e-03,9.9951562e-01
600,5.3559576e-03,9.9949873e-01
610,5.3529775e-03,9.9948134e-01
620,5.3501631e-03,9.9946342e-01
630,5.3475274e-03,9.9944497e-01
640,5.3450829e-03,9.9942597e-01
650,5.3428418e-03,9.9940641e-01
660,5.3408157e-03,9.9938628e-01
670,5.3390157e-03,9.9936557e-01
680,5.3374524e-03,9.9934425e-01
690,5.3361358e-03,9.9932233e-01
700,5.3350754e-03,9.9929978e-01
710,5.3342802e-03,9.9927659e-01
720,5.3337588e-03,9.9925275e-01
730,5.3335195e-03,9.9922824e-01
732,5.3335114e-03,9.9922824e-01

0,6.4672775e-01,9.9998517e-01
10,5.3470490e-02,9.9996101e-01
20,2.1178237e-02,9.9995378e-01
30,1.3951181e-02,9.9994968e-01
40,1.1736712e-02,9.9994637e-01
50,1.0799027e-02,9.9994326e-01
60,1.0265132e-02,9.9994019e-01
70,9.8961251e-03,9.9993709e-01
80,9.6140023e-03,9.9993394e-01
90,9.3873236e-03,9.9993072e-01
100,9.2002112e-03,9.9992742e-01
110,9.0429839e-03,9.9992403e-01
120,8.9089732e-03,9.9992054e-01
130,8.7932695e-03,9.9991694e-01
140,8.6921328e-03,9.9991322e-01
150,8.6026636e-03,9.9990938e-01
160,8.5225918e-03,9.9990541e-01
170,8.4501289e-03,9.9990130e-01
180,8.3838594e-03,9.9989705e-01
190,8.3226591e-03,9.9989266e-01
200,8.2656317e-03,9.9988810e-01
210,8.2120602e-03,9.9988339e-01
220,8.1613695e-03,9.9987851e-01
230,8.1130958e-03,9.9987346e-01
240,8.0668645e-03,9.9986823e-01
250,8.0223712e-03,9.9986281e-01
260,7.9793675e-03,9.9985721e-01
270,7.9376500e-03,9.9985140e-01
280,7.8970512e-03,9.9984539e-01
290,7.8574322e-03,9.9983917e-01
300,7.8186774e-03,9.9983273e-01
310,7.7806896e-03,9.9982607e-01
320,7.7433870e-03,9.9981918e-01
330,7.7066999e-03,9.9981205e-01
340,7.6705685e-03,9.9980467e-01
350,7.6349413e-03,9.9979704e-01
360,7.5997732e-03,9.9978915e-01
370,7.5650248e-03,9.9978099e-01
380,7.5306611e-03,9.9977256e-01
390,7.4966510e-03,9.9976384e-01
400,7.4629662e-03,9.9975482e-01
410,7.4295813e-03,9.9974551e-01
420,7.3964729e-03,9.9973589e-01
430,7.3636198e-03,9.9972595e-01
440,7.3310020e-03,9.9971568e-01
450,7.2986010e-03,9.9970507e-01
460,7.2663997e-03,9.9969412e-01
470,7.2343818e-03,9.9968281e-01
480,7.2025321e-03,9.9967113e-01
490,7.1708360e-03,9.9965908e-01
500,7.1392800e-03,9.9964665e-01
510,7.1078510e-03,9.9963382e-01
520,7.0765366e-03,9.9962058e-01
530,7.0453250e-03,9.9960693e-01
540,7.0142052e-03,9.9959284e-01
550,6.9831662e-03,9.9957832e-01
560,6.9521980e-03,9.9956335e-01
570,6.9212909e-03,9.9954792e-01
580,6.8904355e-03,9.9953201e-01
590,6.8596232e-03,9.9951562e-01
600,6.8288456e-03,9.9949873e-01
610,6.7980947e-03,9.9948134e-01
620,6.7673632e-03,9.9946342e-01
630,6.7366439e-03,9.9944497e-01
640,6.7059303e-03,9.9942597e-01
650,6.6752160e-03,9.9940641e-01
660,6.6444954e-03,9.9938628e-01
670,6.6137629e-03,9.9936557e-01
680,6.5830137e-03,9.9934425e-01
690,6.5522431e-03,9.9932233e-01
700,6.5214469e-03,9.9929978e-01
710,6.4906213e-03,9.9927659e-01
720,6.4597629e-03,9.9925275e-01
730,6.4288687e-03,9.9922824e-01
740,6.3979360e-03,9.9920305e-01
750,6.3669625e-03,9.9917717e-01
760,6.3359464e-03,9.9915057e-01
770,6.3048862e-03,9.9912326e-01
780,6.2737807e-03,9.9909520e-01
790,6.2426292e-03,9.9906640e-01
800,6.2114311e-03,9.9903682e-01
810,6.1801865e-03,9.9900647e-01
820,6.1488957e-03,9.9897532e-01
830,6.1175591e-03,9.9894335e-01
