0,5.6461622e+00,9.9676952e-01
100,1.2463708e-02,9.6583818e-01
200,8.4682046e-03,9.5313547e-01
300,5.4170715e-03,9.4313378e-01
400,3.8919260e-03,9.3363093e-01
500,3.0805586e-03,9.2370494e-01
600,2.5871699e-03,9.1293487e-01
700,2.3382153e-03,9.0109327e-01
800,2.1867475e-03,8.8803689e-01
900,2.0465963e-03,8.7366634e-01
1000,1.9772412e-03,8.5791188e-01
1100,1.9207213e-03,8.4072948e-01
1200,1.8371624e-03,8.2210120e-01
1300,1.7906489e-03,8.0203697e-01
1400,1.7441376e-03,7.8057643e-01
1500,1.6968904e-03,7.5778995e-01
1600,1.6179579e-03,7.3377854e-01
1700,1.5690887e-03,7.0867213e-01
1800,1.5192495e-03,6.8262638e-01
1900,1.4368419e-03,6.5581801e-01
2000,1.3859698e-03,6.2843899e-01
2100,1.3348397e-03,6.0069008e-01
2200,1.2506331e-03,5.7277402e-01
2300,1.2000362e-03,5.4488916e-01
2400,1.1157178e-03,5.1722362e-01
2500,1.0667341e-03,4.8995056e-01
2600,1.0185677e-03,4.6322464e-01
2700,9.3737136e-04,4.3717967e-01
2800,8.9207010e-04,4.1192756e-01
2900,8.1412216e-04,3.8755820e-01
3000,7.7236075e-04,3.6414033e-01
3100,6.9876399e-04,3.4172292e-01
3200,6.6100745e-04,3.2033709e-01
3300,5.9260820e-04,2.9999822e-01
3400,5.5911249e-04,2.8070820e-01
3500,4.9648163e-04,2.6245754e-01
3600,4.6731063e-04,2.4522754e-01
3700,4.1075086e-04,2.2899212e-01
3800,3.8580518e-04,2.1371953e-01
3900,3.3537855e-04,1.9937384e-01
4000,3.1443119e-04,1.8591622e-01
4100,2.6999960e-04,1.7330595e-01
4200,2.5273330e-04,1.6150136e-01
4300,2.1400488e-04,1.5046050e-01
4400,2.0004732e-04,1.4014172e-01
4500,1.6662260e-04,1.3050409e-01
4600,1.5557666e-04,1.2150779e-01
4700,1.2699043e-04,1.1311428e-01
4800,1.1845821e-04,1.0528654e-01
